source,user,session_id,target_x,target_y,gaze_pitch,gaze_yaw,head_pitch,head_yaw,head_roll,head_tx,head_ty,head_tz,iris_left_x,iris_left_y,iris_right_x,iris_right_y,iris_left_ratio_x,iris_left_ratio_y,iris_right_ratio_x,iris_right_ratio_y,eye_left_outer_x,eye_left_outer_y,eye_left_inner_x,eye_left_inner_y,eye_right_inner_x,eye_right_inner_y,eye_right_outer_x,eye_right_outer_y,ear_left,ear_right,face_width,face_height,ipd_px,pos_distance_cm,pos_face_dx,pos_face_dy,timestamp,schema_version
milestone4_pursuit,default,20260720-235336,0.299822,0.050000,0.058269,0.412404,-14.015512,1.689264,-1.464486,-2.876885,-1.513949,-33.007687,0.407870,0.445354,0.504942,0.448454,0.390571,-0.068020,0.490115,-0.079822,0.391425,0.452273,0.433905,0.448721,0.484002,0.450391,0.524384,0.458043,0.219792,0.224393,0.213159,0.459135,124.272364,54.417516,-0.043378,0.017912,2026-07-20T23:55:55,3
milestone4_pursuit,default,20260720-235336,0.313327,0.050000,0.058266,0.325175,-14.039452,1.467764,-1.346832,-2.898861,-1.500170,-32.977211,0.407767,0.444762,0.504680,0.447426,0.398543,-0.071300,0.483129,-0.082889,0.391043,0.451972,0.433401,0.448304,0.483501,0.449684,0.523789,0.457104,0.221814,0.225176,0.213586,0.459863,124.063130,54.509292,-0.044414,0.017613,2026-07-20T23:55:55,3
milestone4_pursuit,default,20260720-235336,0.326584,0.050000,0.093086,0.396221,-13.977745,1.424998,-1.274104,-2.912990,-1.492257,-32.974354,0.407550,0.444754,0.504515,0.447082,0.402191,-0.071329,0.478971,-0.083466,0.390658,0.451973,0.433050,0.448299,0.483075,0.449519,0.523556,0.456718,0.221811,0.227775,0.213682,0.459985,124.126605,54.481417,-0.044651,0.017599,2026-07-20T23:55:55,3
milestone4_pursuit,default,20260720-235336,0.339735,0.050000,0.093086,0.396221,-13.919493,1.383669,-1.244765,-2.917625,-1.486853,-32.963108,0.407432,0.444727,0.504412,0.446832,0.403309,-0.071439,0.478109,-0.085024,0.390446,0.451974,0.432956,0.448292,0.482859,0.449479,0.523492,0.456527,0.221708,0.229208,0.213827,0.460221,124.143046,54.474202,-0.044792,0.017595,2026-07-20T23:55:55,3
milestone4_pursuit,default,20260720-235336,0.357061,0.050000,0.069789,0.405199,-13.891268,1.349248,-1.222759,-2.918650,-1.472988,-32.943916,0.407468,0.444413,0.504438,0.446316,0.405834,-0.072797,0.476819,-0.084948,0.390401,0.451775,0.432853,0.448052,0.482896,0.449004,0.523418,0.455922,0.224177,0.227670,0.213746,0.461267,124.129225,54.480267,-0.044879,0.017158,2026-07-20T23:55:55,3
milestone4_pursuit,default,20260720-235336,0.370800,0.050000,0.086661,0.322873,-13.754013,1.260243,-1.116945,-2.930424,-1.459203,-32.911560,0.407162,0.444403,0.504326,0.445938,0.408324,-0.072765,0.470169,-0.084500,0.390012,0.451765,0.432412,0.448024,0.482488,0.448757,0.523090,0.455368,0.224225,0.225845,0.214116,0.461320,124.374417,54.372864,-0.045296,0.017311,2026-07-20T23:55:55,3
milestone4_pursuit,default,20260720-235336,0.384790,0.050000,0.107761,0.312361,-13.534345,1.040406,-0.800971,-3.000444,-1.445480,-32.912510,0.406111,0.444340,0.503026,0.445205,0.413241,-0.074125,0.459143,-0.087658,0.388972,0.451788,0.430857,0.447945,0.480977,0.448291,0.521134,0.454686,0.226877,0.225241,0.214064,0.462166,124.053422,54.513558,-0.047074,0.017421,2026-07-20T23:55:55,3
milestone4_pursuit,default,20260720-235336,0.400882,0.050000,0.105083,0.252141,-13.351904,1.063277,-0.680291,-3.059128,-1.446884,-32.895546,0.405251,0.444524,0.502056,0.445235,0.418964,-0.075199,0.457341,-0.087399,0.387762,0.452161,0.429930,0.448178,0.479841,0.448357,0.520177,0.454697,0.228138,0.224480,0.213806,0.462812,123.912342,54.575624,-0.048047,0.018290,2026-07-20T23:55:55,3
milestone4_pursuit,default,20260720-235336,0.419111,0.050000,0.128777,0.235912,-13.327263,1.098102,-0.670435,-3.077543,-1.446059,-32.893368,0.405172,0.444596,0.501864,0.445215,0.423835,-0.076050,0.455711,-0.087586,0.387496,0.452328,0.429633,0.448273,0.479609,0.448359,0.519900,0.454666,0.229082,0.224604,0.213817,0.463283,123.767397,54.639538,-0.048125,0.018273,2026-07-20T23:55:55,3
milestone4_pursuit,default,20260720-235336,0.435889,0.050000,0.085624,0.245176,-13.253161,1.123887,-0.559742,-3.116980,-1.456421,-32.906837,0.405006,0.444936,0.501089,0.445303,0.435615,-0.077864,0.451921,-0.089042,0.386922,0.452746,0.428855,0.448753,0.478701,0.448672,0.518968,0.454728,0.231460,0.225789,0.213494,0.463626,122.986428,54.986501,-0.048532,0.018891,2026-07-20T23:55:55,3
milestone4_pursuit,default,20260720-235336,0.452140,0.050000,0.102328,0.252660,-13.246038,1.022406,-0.564741,-3.144046,-1.457005,-32.906265,0.404667,0.444959,0.500853,0.445300,0.438333,-0.079352,0.448045,-0.089548,0.386539,0.452809,0.428310,0.448909,0.478394,0.448700,0.518506,0.454716,0.233128,0.226939,0.213756,0.463670,123.117997,54.927740,-0.049229,0.018953,2026-07-20T23:55:55,3
milestone4_pursuit,default,20260720-235336,0.466400,0.050000,0.103805,0.251009,-13.189185,1.036817,-0.567945,-3.149981,-1.454986,-32.901398,0.404504,0.444977,0.500873,0.445262,0.437705,-0.080698,0.447741,-0.089743,0.386291,0.452928,0.428314,0.449100,0.478242,0.448740,0.518646,0.454721,0.233359,0.225455,0.213925,0.463539,123.353174,54.823018,-0.049202,0.019059,2026-07-20T23:55:55,3
milestone4_pursuit,default,20260720-235336,0.481844,0.050000,0.088473,0.227207,-13.133922,1.078839,-0.587071,-3.157441,-1.455214,-32.917370,0.404535,0.445244,0.500922,0.445349,0.437088,-0.079568,0.446042,-0.089203,0.386350,0.453103,0.428361,0.449286,0.478310,0.448784,0.518562,0.454725,0.231039,0.222132,0.213748,0.463385,123.375191,54.813235,-0.049134,0.019426,2026-07-20T23:55:55,3
milestone4_pursuit,default,20260720-235336,0.497358,0.050000,0.078642,0.297116,-13.267333,1.058039,-0.572392,-3.161398,-1.460776,-32.929989,0.404585,0.445331,0.500980,0.445486,0.438792,-0.078923,0.443523,-0.088000,0.386456,0.453104,0.428174,0.449281,0.478445,0.448786,0.518382,0.454727,0.228423,0.213007,0.213933,0.463161,123.385938,54.808461,-0.049165,0.019220,2026-07-20T23:55:55,3
milestone4_pursuit,default,20260720-235336,0.516116,0.050000,0.129960,0.214244,-13.336346,0.983122,-0.568495,-3.157843,-1.461629,-32.919613,0.404613,0.445340,0.501018,0.445490,0.441143,-0.079299,0.445207,-0.087777,0.386503,0.453102,0.427957,0.449281,0.478524,0.448788,0.518512,0.454716,0.229163,0.211660,0.213990,0.463196,123.398638,54.802820,-0.049346,0.018980,2026-07-20T23:55:55,3
milestone4_pursuit,default,20260720-235336,0.532000,0.050000,0.120207,0.305268,-13.236795,1.150525,-0.605220,-3.150705,-1.454089,-32.899113,0.405013,0.445331,0.502061,0.445545,0.449377,-0.079123,0.435714,-0.087207,0.386558,0.453069,0.428016,0.449273,0.479222,0.448795,0.519148,0.454718,0.228998,0.212117,0.213924,0.463204,124.220867,54.440075,-0.048947,0.018954,2026-07-20T23:55:55,3
milestone4_pursuit,default,20260720-235336,0.546266,0.050000,0.062129,0.484374,-13.238946,1.501599,-0.432073,-3.142161,-1.503245,-32.814205,0.403232,0.454597,0.501909,0.453489,0.468083,0.005107,0.474664,-0.006827,0.382406,0.457385,0.426879,0.450998,0.479587,0.449804,0.521991,0.458210,0.066699,0.041896,0.215659,0.460425,126.309507,53.539860,-0.047279,0.021508,2026-07-20T23:55:55,3
milestone4_pursuit,default,20260720-235336,0.561669,0.050000,0.075247,0.240284,-13.228143,1.487111,-0.824353,-3.104230,-1.498172,-32.877605,0.406795,0.454452,0.503039,0.452471,0.485820,0.013212,0.459251,-0.021407,0.386093,0.456458,0.428621,0.450441,0.480630,0.449799,0.521838,0.458301,0.081737,0.077433,0.215498,0.460645,123.201078,54.890699,-0.046880,0.021352,2026-07-20T23:55:55,3
milestone4_pursuit,default,20260720-235336,0.578367,0.050000,0.134083,0.174360,-13.265112,1.477393,-0.961963,-3.063695,-1.494812,-32.890186,0.407394,0.451539,0.503984,0.451255,0.469813,-0.018563,0.448551,-0.036689,0.387911,0.455487,0.429507,0.450343,0.481593,0.449795,0.521840,0.458000,0.139724,0.117030,0.215398,0.461195,123.636529,54.697373,-0.046475,0.020972,2026-07-20T23:55:55,3
milestone4_pursuit,default,20260720-235336,0.592675,0.050000,0.121192,0.168218,-13.344292,1.536811,-1.061193,-3.004007,-1.484469,-32.873756,0.408924,0.449199,0.506133,0.450368,0.471202,-0.038090,0.417652,-0.043984,0.389400,0.454028,0.431024,0.450015,0.482710,0.449766,0.522550,0.457235,0.178092,0.144575,0.215745,0.461689,124.430721,54.348261,-0.045679,0.020271,2026-07-20T23:55:55,3
milestone4_pursuit,default,20260720-235336,0.608784,0.050000,0.104918,0.011188,-13.299857,1.585711,-1.112188,-2.952002,-1.481999,-32.899204,0.410282,0.448255,0.507018,0.450257,0.479278,-0.047548,0.413925,-0.046418,0.390422,0.453571,0.432065,0.449987,0.483459,0.449906,0.523267,0.457212,0.192174,0.155959,0.214661,0.461846,123.829721,54.612037,-0.044628,0.020253,2026-07-20T23:55:55,3
milestone4_pursuit,default,20260720-235336,0.625399,0.050000,0.073663,0.186932,-13.444286,1.862256,-1.238157,-2.889811,-1.478859,-32.861320,0.411173,0.446781,0.508198,0.449471,0.476239,-0.058677,0.416297,-0.055023,0.391388,0.452674,0.433149,0.449608,0.484974,0.449780,0.524324,0.456901,0.208083,0.173040,0.214717,0.462417,124.206583,54.446336,-0.042902,0.019894,2026-07-20T23:55:55,3
milestone4_pursuit,default,20260720-235336,0.643541,0.050000,0.106688,0.025562,-13.424351,1.870429,-1.210022,-2.842028,-1.477705,-32.879711,0.411869,0.446546,0.508568,0.449376,0.472034,-0.060722,0.417680,-0.055389,0.392321,0.452485,0.433946,0.449601,0.485408,0.449793,0.524752,0.456745,0.212068,0.178291,0.214670,0.462661,123.792436,54.628486,-0.042098,0.019871,2026-07-20T23:55:55,3
milestone4_pursuit,default,20260720-235336,0.657310,0.050000,0.089869,0.152910,-13.368651,1.784314,-1.244661,-2.828313,-1.472064,-32.887211,0.412314,0.446020,0.509171,0.449161,0.474366,-0.065111,0.408147,-0.057603,0.392760,0.452165,0.434192,0.449472,0.485629,0.449777,0.524970,0.456642,0.211850,0.180503,0.214285,0.462870,123.998029,54.537910,-0.042263,0.019874,2026-07-20T23:55:55,3
milestone4_pursuit,default,20260720-235336,0.673814,0.050000,0.131520,0.247325,-13.376863,1.782696,-1.228311,-2.804937,-1.477694,-32.884232,0.412668,0.446043,0.509457,0.449122,0.476774,-0.065761,0.410599,-0.061087,0.392869,0.452202,0.434597,0.449646,0.485822,0.450160,0.525484,0.456736,0.212830,0.184129,0.214314,0.462797,123.909034,54.577081,-0.041782,0.019909,2026-07-20T23:55:55,3
milestone4_pursuit,default,20260720-235336,0.688646,0.050000,0.103270,0.154517,-13.402747,1.824984,-1.214249,-2.775029,-1.479843,-32.888142,0.413023,0.445956,0.510000,0.449036,0.474477,-0.066386,0.407295,-0.063208,0.393264,0.452156,0.435109,0.449639,0.486391,0.450182,0.525771,0.456779,0.212750,0.184979,0.214618,0.462948,124.150012,54.471145,-0.041086,0.019901,2026-07-20T23:55:55,3
milestone4_pursuit,default,20260720-235336,0.706275,0.050000,0.130536,0.047991,-13.310664,1.846869,-1.295524,-2.757191,-1.480202,-32.917492,0.413866,0.445952,0.510557,0.449050,0.479516,-0.066928,0.402362,-0.065348,0.393956,0.452161,0.435674,0.449676,0.486827,0.450303,0.526064,0.456955,0.213703,0.186432,0.214045,0.463279,123.784067,54.632179,-0.040824,0.020314,2026-07-20T23:55:55,3
milestone4_pursuit,default,20260720-235336,0.721610,0.050000,0.114429,0.131213,-13.349166,1.904073,-1.303325,-2.732929,-1.482328,-32.924664,0.414370,0.445947,0.511256,0.449003,0.482172,-0.066768,0.395786,-0.065972,0.394244,0.452164,0.436178,0.449690,0.487254,0.450311,0.526507,0.456944,0.213364,0.186966,0.213894,0.463383,124.033688,54.522231,-0.040219,0.020293,2026-07-20T23:55:55,3
milestone4_pursuit,default,20260720-235336,0.738226,0.050000,0.111431,0.028283,-13.357540,1.909743,-1.358367,-2.716470,-1.488532,-32.965324,0.415914,0.446024,0.512267,0.449281,0.502543,-0.067115,0.375463,-0.065269,0.394956,0.452184,0.436835,0.449862,0.487392,0.450598,0.526767,0.457141,0.215312,0.187474,0.213510,0.463551,123.353935,54.822680,-0.039901,0.020331,2026-07-20T23:55:55,3
milestone4_pursuit,default,20260720-235336,0.754763,0.050000,0.091738,-0.061751,-13.364514,1.885255,-1.380158,-2.711421,-1.491628,-32.963181,0.416241,0.446024,0.512727,0.449354,0.507339,-0.067870,0.366929,-0.066393,0.395143,0.452210,0.436901,0.449920,0.487550,0.450728,0.526857,0.457300,0.216143,0.186890,0.213541,0.463885,123.524702,54.746891,-0.039960,0.020351,2026-07-20T23:55:55,3
milestone4_pursuit,default,20260720-235336,0.770826,0.050000,0.110179,0.076042,-13.406963,1.829535,-1.367148,-2.702086,-1.495846,-32.990921,0.416175,0.446024,0.512728,0.449338,0.500778,-0.068708,0.369078,-0.067362,0.395453,0.452264,0.437011,0.449942,0.487702,0.450753,0.526897,0.457353,0.216991,0.186968,0.213248,0.463604,123.611667,54.708374,-0.039974,0.020342,2026-07-20T23:55:55,3
milestone4_pursuit,default,20260720-235336,0.786335,0.050000,0.088240,-0.098116,-13.494545,1.984796,-1.403829,-2.680485,-1.503090,-33.012375,0.416925,0.446099,0.513596,0.449455,0.507544,-0.069117,0.357208,-0.067803,0.395978,0.452401,0.437434,0.449990,0.488243,0.450813,0.527203,0.457534,0.215334,0.185163,0.213062,0.463500,123.762683,54.641619,-0.038907,0.020336,2026-07-20T23:55:55,3
milestone4_pursuit,default,20260720-235336,0.802194,0.050000,0.069553,-0.094890,-13.546187,2.220815,-1.445599,-2.632293,-1.503757,-33.020462,0.418177,0.446048,0.515025,0.449468,0.519099,-0.068547,0.344052,-0.067446,0.396800,0.452271,0.438154,0.449909,0.489105,0.450812,0.528143,0.457529,0.213652,0.185710,0.213222,0.463456,123.990471,54.541234,-0.037206,0.020108,2026-07-20T23:55:55,3
milestone4_pursuit,default,20260720-235336,0.819695,0.050000,0.075460,-0.147956,-13.584772,2.292577,-1.504856,-2.587173,-1.506697,-33.024845,0.418804,0.446025,0.515699,0.449553,0.515876,-0.068270,0.350201,-0.067204,0.397473,0.452218,0.438991,0.449914,0.489811,0.450922,0.529176,0.457634,0.214095,0.189110,0.213378,0.463125,124.052503,54.513961,-0.036315,0.019990,2026-07-20T23:55:55,3
milestone4_pursuit,default,20260720-235336,0.836804,0.050000,0.118608,-0.063419,-13.521130,2.421270,-1.640267,-2.525425,-1.497344,-33.052570,0.419951,0.445906,0.516616,0.449612,0.512737,-0.067176,0.356698,-0.067334,0.398828,0.451936,0.440184,0.449759,0.491299,0.450916,0.530173,0.457660,0.212587,0.190882,0.213365,0.463047,123.760695,54.642497,-0.035086,0.019828,2026-07-20T23:55:55,3
milestone4_pursuit,default,20260720-235336,0.853716,0.050000,0.099966,-0.181996,-13.341480,2.530542,-1.746926,-2.465573,-1.489308,-33.102505,0.421221,0.445834,0.517934,0.449924,0.521469,-0.067057,0.355834,-0.067085,0.399727,0.451775,0.441090,0.449760,0.492496,0.451161,0.531495,0.458035,0.212021,0.193340,0.212245,0.462598,123.827471,54.613030,-0.033678,0.019843,2026-07-20T23:55:55,3
milestone4_pursuit,default,20260720-235336,0.868711,0.050000,0.117112,-0.137917,-13.185426,2.680351,-1.757708,-2.450302,-1.480845,-33.134941,0.421744,0.445796,0.518150,0.450013,0.520717,-0.067053,0.355004,-0.066933,0.400236,0.451726,0.441683,0.449752,0.492680,0.451189,0.531671,0.458164,0.211007,0.192481,0.211737,0.462136,123.436435,54.786039,-0.033082,0.019880,2026-07-20T23:55:55,3
milestone4_pursuit,default,20260720-235336,0.885809,0.050000,0.079736,-0.152672,-13.091437,2.717381,-1.763171,-2.440298,-1.472050,-33.155228,0.422042,0.445500,0.518483,0.450011,0.523208,-0.068760,0.351127,-0.066904,0.400379,0.451443,0.441910,0.449713,0.492776,0.451195,0.531896,0.458179,0.215459,0.194234,0.212204,0.462060,123.486892,54.763653,-0.032954,0.020010,2026-07-20T23:55:55,3
milestone4_pursuit,default,20260720-235336,0.899541,0.050000,0.079639,-0.168582,-13.106973,2.760758,-1.745656,-2.440643,-1.471081,-33.162334,0.421898,0.445273,0.518515,0.449998,0.519467,-0.070052,0.350608,-0.067107,0.400367,0.451243,0.441935,0.449660,0.492795,0.451192,0.531901,0.458182,0.217829,0.194845,0.212395,0.461921,123.715755,54.662345,-0.033007,0.020009,2026-07-20T23:55:55,3
milestone4_pursuit,default,20260720-235336,0.912680,0.050000,0.061877,-0.227427,-13.110062,2.827946,-1.697818,-2.442410,-1.469017,-33.187038,0.422115,0.445214,0.518381,0.449964,0.521814,-0.070472,0.351012,-0.067758,0.400515,0.451187,0.442025,0.449644,0.492783,0.451184,0.531722,0.458173,0.218140,0.194624,0.212474,0.461890,123.267707,54.861030,-0.032872,0.020016,2026-07-20T23:55:55,3
milestone4_pursuit,default,20260720-235336,0.931375,0.050000,0.068216,-0.149148,-13.101614,2.923159,-1.688132,-2.439763,-1.466350,-33.174438,0.422146,0.445037,0.518782,0.449904,0.523996,-0.071528,0.343861,-0.068281,0.400464,0.451114,0.441964,0.449517,0.492923,0.451148,0.531827,0.458154,0.217815,0.195830,0.212546,0.461883,123.743675,54.650012,-0.032461,0.020005,2026-07-20T23:55:55,3
milestone4_pursuit,default,20260720-235336,0.944995,0.050000,0.106291,-0.221316,-12.931769,3.115062,-1.694852,-2.440052,-1.454921,-33.156334,0.422105,0.444957,0.519184,0.449899,0.522391,-0.071961,0.337725,-0.068461,0.400536,0.451109,0.441956,0.449406,0.493111,0.451142,0.531971,0.458164,0.216796,0.196311,0.212584,0.461870,124.311881,54.400217,-0.032019,0.020034,2026-07-20T23:55:55,3
milestone4_pursuit,default,20260720-235336,0.950000,0.086206,0.101886,-0.237508,-12.668155,3.097603,-1.747656,-2.423378,-1.442468,-33.184673,0.422942,0.444796,0.520242,0.450013,0.536188,-0.071621,0.323245,-0.067512,0.400757,0.450904,0.442255,0.449258,0.493589,0.451168,0.532467,0.458240,0.215112,0.196762,0.211806,0.462444,124.600397,54.274252,-0.031875,0.020229,2026-07-20T23:55:55,3
milestone4_pursuit,default,20260720-235336,0.950000,0.099786,0.057683,-0.322727,-12.605398,3.137048,-1.734162,-2.426755,-1.446533,-33.175419,0.422956,0.444892,0.520588,0.450104,0.537356,-0.072418,0.313934,-0.068096,0.400735,0.451019,0.442205,0.449444,0.493529,0.451360,0.532472,0.458325,0.218171,0.198977,0.211894,0.462961,125.025941,54.089521,-0.031885,0.020506,2026-07-20T23:55:55,3
milestone4_pursuit,default,20260720-235336,0.950000,0.116460,0.054480,-0.254322,-12.572937,3.159431,-1.730716,-2.428780,-1.451117,-33.170944,0.422934,0.444955,0.520557,0.450230,0.537534,-0.072962,0.313807,-0.068273,0.400692,0.451060,0.442180,0.449614,0.493496,0.451555,0.532444,0.458407,0.217580,0.198976,0.211920,0.463368,125.015340,54.094108,-0.031846,0.020823,2026-07-20T23:55:55,3
milestone4_pursuit,default,20260720-235336,0.950000,0.135092,0.023037,-0.396257,-12.594502,3.223360,-1.680421,-2.434865,-1.461859,-33.176109,0.422881,0.445290,0.520453,0.450454,0.537341,-0.073558,0.315611,-0.068140,0.400631,0.451431,0.442147,0.450008,0.493481,0.451853,0.532418,0.458532,0.221028,0.200402,0.212063,0.463980,124.947532,54.123465,-0.031886,0.021074,2026-07-20T23:55:55,3
milestone4_pursuit,default,20260720-235336,0.950000,0.149354,0.068418,-0.339001,-12.708464,3.272768,-1.637499,-2.440818,-1.473908,-33.157173,0.422853,0.445542,0.520373,0.450571,0.540485,-0.073772,0.317157,-0.068701,0.400441,0.451752,0.442022,0.450242,0.493462,0.452090,0.532409,0.458609,0.221182,0.202320,0.212566,0.463956,124.878172,54.153526,-0.031899,0.021085,2026-07-20T23:55:55,3
milestone4_pursuit,default,20260720-235336,0.950000,0.163242,0.055331,-0.288464,-12.715922,3.282689,-1.607338,-2.442522,-1.479082,-33.159779,0.422812,0.445718,0.520309,0.450596,0.540057,-0.074259,0.318189,-0.069531,0.400417,0.451969,0.442001,0.450449,0.493431,0.452233,0.532395,0.458633,0.222143,0.202240,0.212566,0.463853,124.845017,54.167908,-0.031935,0.021293,2026-07-20T23:55:55,3
milestone4_pursuit,default,20260720-235336,0.950000,0.178493,0.031103,-0.221073,-12.733888,3.327745,-1.579742,-2.444306,-1.485819,-33.145580,0.422787,0.445803,0.520282,0.450691,0.539828,-0.074309,0.318278,-0.069500,0.400410,0.452074,0.441982,0.450517,0.493407,0.452334,0.532374,0.458719,0.218807,0.199478,0.212845,0.463965,124.843478,54.168575,-0.031914,0.021515,2026-07-20T23:55:55,3
