source,user,session_id,target_x,target_y,gaze_pitch,gaze_yaw,head_pitch,head_yaw,head_roll,head_tx,head_ty,head_tz,iris_left_x,iris_left_y,iris_right_x,iris_right_y,iris_left_ratio_x,iris_left_ratio_y,iris_right_ratio_x,iris_right_ratio_y,eye_left_outer_x,eye_left_outer_y,eye_left_inner_x,eye_left_inner_y,eye_right_inner_x,eye_right_inner_y,eye_right_outer_x,eye_right_outer_y,ear_left,ear_right,face_width,face_height,ipd_px,pos_distance_cm,pos_face_dx,pos_face_dy,timestamp,schema_version
milestone4_pursuit,asif,20260721-110221,0.950000,0.113055,-0.058827,-0.345945,1.308785,0.831192,4.104567,-0.828806,1.575969,-35.600170,0.446517,0.394617,0.536074,0.383917,0.582776,-0.065067,0.340782,-0.071338,0.423490,0.400048,0.463105,0.398354,0.510614,0.393331,0.549625,0.384479,0.306096,0.314998,0.191645,0.446694,114.891705,58.860588,-0.009709,-0.004237,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.950000,0.100502,-0.101161,-0.334311,1.301803,0.826512,4.108443,-0.829743,1.580963,-35.615124,0.446521,0.394437,0.536077,0.383684,0.582693,-0.066236,0.339940,-0.073061,0.423501,0.399951,0.463112,0.398255,0.510586,0.393223,0.549606,0.384364,0.305605,0.315397,0.191604,0.446395,114.892645,58.860107,-0.009716,-0.004284,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.950000,0.088332,-0.074432,-0.265876,1.314453,0.821750,4.114468,-0.830797,1.585716,-35.619293,0.446517,0.394278,0.536073,0.383485,0.582638,-0.067140,0.338992,-0.074330,0.423500,0.399823,0.463107,0.398191,0.510560,0.393135,0.549568,0.384230,0.305050,0.314717,0.191593,0.446425,114.894647,58.859081,-0.009724,-0.004290,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.950000,0.076020,-0.052050,-0.310264,1.347174,0.801250,4.123199,-0.832200,1.589823,-35.620270,0.446514,0.394200,0.536074,0.383345,0.582997,-0.067488,0.337432,-0.074972,0.423466,0.399764,0.463102,0.398149,0.510452,0.393071,0.549538,0.384124,0.305323,0.315230,0.191591,0.446488,114.903075,58.854764,-0.009769,-0.004280,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.950000,0.063766,-0.055967,-0.303471,1.369841,0.825015,4.132300,-0.833702,1.591685,-35.617580,0.446496,0.394178,0.536074,0.383295,0.582864,-0.067625,0.337227,-0.075341,0.423435,0.399763,0.463103,0.398133,0.510435,0.393044,0.549537,0.384106,0.305372,0.315734,0.191595,0.446646,114.927301,58.842357,-0.009735,-0.004231,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.950000,0.051713,-0.031701,-0.297170,1.405647,0.824405,4.130187,-0.833951,1.595632,-35.618992,0.446496,0.394170,0.536071,0.383260,0.582929,-0.067570,0.337338,-0.075285,0.423430,0.399763,0.463104,0.398111,0.510435,0.392986,0.549537,0.384086,0.305418,0.316088,0.191594,0.446653,114.924405,58.843840,-0.009725,-0.004231,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.912338,0.050000,-0.018584,-0.321843,1.440639,0.861493,4.146034,-0.840270,1.602000,-35.622700,0.446323,0.394059,0.535950,0.383117,0.580329,-0.067695,0.339042,-0.075314,0.423309,0.399702,0.463075,0.397991,0.510385,0.392855,0.549483,0.383934,0.305619,0.316282,0.191463,0.446383,114.992651,58.808918,-0.009721,-0.004231,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.899388,0.050000,-0.024590,-0.313966,1.432175,0.862200,4.153135,-0.842391,1.601925,-35.624695,0.446294,0.394055,0.535933,0.383083,0.580594,-0.067676,0.338805,-0.075528,0.423248,0.399701,0.463051,0.397990,0.510357,0.392848,0.549460,0.383905,0.305585,0.316308,0.191462,0.446302,115.008943,58.800587,-0.009760,-0.004234,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.886178,0.050000,0.008168,-0.278132,1.434419,0.867933,4.160550,-0.842445,1.602463,-35.621853,0.446243,0.394029,0.535926,0.382982,0.579616,-0.067875,0.338903,-0.076196,0.423222,0.399701,0.463051,0.397972,0.510357,0.392795,0.549461,0.383851,0.305864,0.316401,0.191465,0.446360,115.069279,58.769755,-0.009749,-0.004229,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.873363,0.050000,0.020611,-0.291768,1.418996,0.864126,4.163451,-0.842451,1.601797,-35.619766,0.446220,0.394001,0.535924,0.382922,0.579605,-0.068145,0.338874,-0.076723,0.423198,0.399700,0.463030,0.397956,0.510357,0.392764,0.549460,0.383835,0.305806,0.316412,0.191458,0.446421,115.098464,58.754853,-0.009756,-0.004229,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.859987,0.050000,-0.026456,-0.268823,1.417851,0.863198,4.160839,-0.842655,1.601893,-35.619678,0.446146,0.393943,0.535879,0.382890,0.577896,-0.068780,0.339949,-0.077121,0.423187,0.399683,0.463029,0.397948,0.510356,0.392761,0.549460,0.383830,0.306139,0.316551,0.191453,0.446428,115.133352,58.737049,-0.009763,-0.004236,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.846798,0.050000,-0.018838,-0.307871,1.400812,0.848609,4.151239,-0.843602,1.600248,-35.616371,0.446121,0.393930,0.535794,0.382894,0.577600,-0.068616,0.341533,-0.077011,0.423154,0.399644,0.463027,0.397946,0.510309,0.392768,0.549450,0.383826,0.307477,0.317122,0.191466,0.446541,115.055810,58.776635,-0.009853,-0.004228,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.833762,0.050000,-0.025414,-0.275662,1.406233,0.829167,4.152845,-0.846864,1.600591,-35.617260,0.445810,0.393918,0.535642,0.382898,0.571614,-0.068569,0.344113,-0.076792,0.423048,0.399631,0.462979,0.397943,0.510210,0.392769,0.549426,0.383823,0.307797,0.316865,0.191499,0.446597,115.258646,58.673198,-0.009979,-0.004182,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.821281,0.050000,-0.001149,-0.263242,1.410407,0.815100,4.153964,-0.848832,1.600718,-35.614086,0.445629,0.393924,0.535556,0.382928,0.568497,-0.068432,0.345599,-0.076297,0.422981,0.399630,0.462931,0.397941,0.510156,0.392772,0.549410,0.383820,0.307722,0.316668,0.191525,0.446599,115.378181,58.612411,-0.010052,-0.004153,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.809216,0.050000,-0.045811,-0.230312,1.413513,0.806317,4.151209,-0.849496,1.601325,-35.612858,0.445374,0.393898,0.535450,0.382930,0.563044,-0.068533,0.348137,-0.076246,0.422919,0.399610,0.462912,0.397934,0.510141,0.392775,0.549409,0.383819,0.307608,0.316737,0.191539,0.446601,115.566983,58.516656,-0.010096,-0.004148,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.796724,0.050000,-0.056760,-0.246771,1.415219,0.811354,4.144321,-0.851227,1.601521,-35.611927,0.445153,0.393870,0.535383,0.382929,0.558216,-0.068663,0.349393,-0.076202,0.422870,0.399583,0.462900,0.397933,0.510106,0.392776,0.549403,0.383817,0.306982,0.316502,0.191582,0.446649,115.763071,58.417536,-0.010098,-0.004147,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.783338,0.050000,-0.030310,-0.253737,1.420238,0.811081,4.139750,-0.853126,1.602071,-35.612904,0.444911,0.393852,0.535312,0.382930,0.553408,-0.068581,0.350764,-0.076064,0.422781,0.399554,0.462881,0.397931,0.510059,0.392782,0.549403,0.383805,0.306970,0.316578,0.191585,0.446652,115.979871,58.308336,-0.010118,-0.004146,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.771249,0.050000,-0.032091,-0.247379,1.414732,0.804173,4.142194,-0.858372,1.601096,-35.604027,0.444530,0.393849,0.535072,0.382938,0.549234,-0.068711,0.356232,-0.076179,0.422569,0.399552,0.462665,0.397944,0.510022,0.392825,0.549392,0.383804,0.307232,0.316592,0.191649,0.446661,116.159324,58.218257,-0.010210,-0.004148,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.757322,0.050000,-0.054445,-0.223339,1.414841,0.780020,4.161282,-0.870258,1.599779,-35.584675,0.443871,0.393856,0.534570,0.382949,0.542878,-0.069079,0.365795,-0.076299,0.422250,0.399550,0.462187,0.397974,0.509970,0.392845,0.549237,0.383794,0.308488,0.317235,0.191705,0.446743,116.360369,58.117668,-0.010460,-0.004096,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.745197,0.050000,-0.040524,-0.204556,1.438917,0.737012,4.180435,-0.883901,1.599689,-35.575520,0.443297,0.393857,0.534190,0.382940,0.537847,-0.069491,0.370992,-0.076423,0.421926,0.399558,0.461772,0.398003,0.509800,0.392854,0.549064,0.383784,0.309473,0.317557,0.191610,0.446839,116.607847,57.994325,-0.010774,-0.003936,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.733198,0.050000,-0.082771,-0.222374,1.472288,0.724806,4.192162,-0.891237,1.600778,-35.572186,0.443079,0.393865,0.534054,0.382932,0.536289,-0.069548,0.371045,-0.076381,0.421741,0.399580,0.461642,0.398020,0.509621,0.392855,0.548957,0.383782,0.309363,0.317434,0.191618,0.446901,116.713086,57.942032,-0.010871,-0.003864,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.720330,0.050000,-0.074730,-0.182419,1.476961,0.711860,4.187649,-0.898010,1.600966,-35.576439,0.443032,0.393875,0.533882,0.382929,0.537412,-0.069743,0.372911,-0.076491,0.421682,0.399605,0.461523,0.398027,0.509556,0.392853,0.548842,0.383778,0.309362,0.317748,0.191557,0.446944,116.555801,58.020221,-0.011006,-0.003845,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.707259,0.050000,-0.042471,-0.168051,1.474310,0.682556,4.215424,-0.907148,1.599972,-35.569393,0.442495,0.393902,0.533097,0.382926,0.530452,-0.070085,0.387467,-0.076647,0.421504,0.399614,0.461188,0.398080,0.509447,0.392856,0.548581,0.383751,0.310020,0.318569,0.191465,0.446938,116.239873,58.177914,-0.011206,-0.003844,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.695158,0.050000,-0.034859,-0.169727,1.478867,0.651301,4.224620,-0.914738,1.599954,-35.568836,0.442187,0.393908,0.532763,0.382925,0.527811,-0.070631,0.392003,-0.076871,0.421360,0.399627,0.460931,0.398129,0.509331,0.392872,0.548405,0.383749,0.310400,0.319038,0.191380,0.446843,116.206354,58.194695,-0.011385,-0.003828,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.682996,0.050000,-0.030924,-0.153459,1.475524,0.594233,4.245922,-0.930539,1.599482,-35.565144,0.441885,0.393909,0.532283,0.382921,0.529394,-0.071104,0.397164,-0.077204,0.421047,0.399642,0.460520,0.398158,0.509140,0.392884,0.548078,0.383739,0.311338,0.320249,0.191381,0.446773,115.979425,58.308561,-0.011789,-0.003837,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.669558,0.050000,-0.016387,-0.135125,1.420512,0.593255,4.252663,-0.943572,1.595788,-35.564320,0.441668,0.393933,0.531967,0.382893,0.528106,-0.071103,0.398009,-0.077476,0.420826,0.399700,0.460406,0.398174,0.508876,0.392881,0.547787,0.383717,0.310348,0.319947,0.191449,0.446725,115.855325,58.371019,-0.011914,-0.003846,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.656829,0.050000,-0.060534,-0.121356,1.422597,0.575559,4.248114,-0.949310,1.595115,-35.553478,0.441245,0.393929,0.531804,0.382893,0.520563,-0.070980,0.400642,-0.077469,0.420637,0.399701,0.460340,0.398179,0.508781,0.392897,0.547754,0.383717,0.309547,0.319477,0.191542,0.446711,116.188200,58.203788,-0.012074,-0.003842,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.642959,0.050000,-0.036361,-0.089190,1.454574,0.550508,4.256571,-0.952882,1.597068,-35.549507,0.441112,0.393930,0.531610,0.382886,0.519391,-0.071077,0.402330,-0.077315,0.420576,0.399700,0.460232,0.398185,0.508686,0.392898,0.547607,0.383668,0.309635,0.319370,0.191576,0.446693,116.110097,58.242939,-0.012163,-0.003850,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.629703,0.050000,-0.071487,-0.130598,1.459141,0.516735,4.260917,-0.956485,1.597582,-35.555748,0.440962,0.393936,0.531300,0.382885,0.516805,-0.071281,0.407445,-0.077288,0.420551,0.399704,0.460161,0.398208,0.508577,0.392907,0.547501,0.383654,0.309927,0.319351,0.191595,0.446630,115.906929,58.345031,-0.012297,-0.003870,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.616711,0.050000,-0.069337,-0.121618,1.451890,0.488904,4.283262,-0.961478,1.597002,-35.558643,0.440787,0.393981,0.531000,0.382861,0.515001,-0.071421,0.411603,-0.076779,0.420456,0.399725,0.460045,0.398293,0.508459,0.392912,0.547356,0.383525,0.310372,0.319163,0.191590,0.446694,115.749606,58.424331,-0.012419,-0.003870,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.603477,0.050000,-0.044678,-0.128330,1.449671,0.489128,4.301477,-0.967511,1.595930,-35.553490,0.440474,0.394015,0.530693,0.382856,0.510683,-0.071131,0.416092,-0.076387,0.420284,0.399731,0.459929,0.398328,0.508325,0.392913,0.547231,0.383465,0.310687,0.319012,0.191582,0.446813,115.759758,58.419208,-0.012468,-0.003862,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.591285,0.050000,-0.053470,-0.121381,1.438830,0.489310,4.312118,-0.969119,1.594672,-35.547031,0.440343,0.394065,0.530512,0.382855,0.507891,-0.070583,0.419577,-0.075858,0.420278,0.399733,0.459892,0.398341,0.508315,0.392912,0.547163,0.383376,0.310843,0.319291,0.191550,0.446945,115.698946,58.449913,-0.012480,-0.003905,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.577309,0.050000,-0.049860,-0.120474,1.444021,0.456555,4.325602,-0.972010,1.595184,-35.550243,0.440231,0.394085,0.530148,0.382843,0.506026,-0.070429,0.425284,-0.075457,0.420252,0.399734,0.459843,0.398352,0.508210,0.392909,0.547001,0.383284,0.311312,0.320817,0.191552,0.447012,115.377509,58.612752,-0.012578,-0.003905,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.564087,0.050000,-0.046701,-0.050378,1.476984,0.450234,4.330874,-0.972339,1.598075,-35.549118,0.439955,0.394086,0.529696,0.382819,0.499031,-0.070065,0.435601,-0.074714,0.420245,0.399683,0.459847,0.398355,0.508154,0.392907,0.546967,0.383145,0.311853,0.322508,0.191564,0.447035,115.153399,58.726824,-0.012571,-0.003930,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.550754,0.050000,-0.050795,-0.038317,1.455442,0.443344,4.350111,-0.973296,1.599821,-35.553314,0.439706,0.394063,0.529440,0.382736,0.493594,-0.069781,0.440605,-0.074104,0.420214,0.399619,0.459806,0.398331,0.508117,0.392855,0.546897,0.382941,0.313529,0.324107,0.191556,0.447057,115.149640,58.728741,-0.012567,-0.004081,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.537624,0.050000,-0.039845,-0.039411,1.417693,0.387841,4.376703,-0.979138,1.601658,-35.572273,0.439266,0.394064,0.529037,0.382657,0.485646,-0.069901,0.446387,-0.074063,0.420135,0.399616,0.459631,0.398329,0.507958,0.392819,0.546716,0.382808,0.314992,0.326639,0.191519,0.446809,115.201055,58.702530,-0.012751,-0.004232,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.524352,0.050000,-0.060897,-0.040649,1.412594,0.359515,4.385763,-0.988298,1.602858,-35.576275,0.438925,0.394064,0.528724,0.382592,0.481771,-0.069815,0.450111,-0.073952,0.419928,0.399614,0.459466,0.398330,0.507756,0.392798,0.546585,0.382704,0.315654,0.328490,0.191459,0.446761,115.239223,58.683087,-0.012918,-0.004246,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.512398,0.050000,-0.055506,-0.074731,1.424135,0.350483,4.424241,-1.003838,1.605417,-35.579212,0.438558,0.394061,0.528386,0.382523,0.479015,-0.069706,0.449283,-0.074069,0.419671,0.399613,0.459207,0.398309,0.507392,0.392747,0.546210,0.382630,0.315920,0.329047,0.191537,0.446646,115.280087,58.662285,-0.013097,-0.004275,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.499893,0.050000,-0.080895,-0.020358,1.443785,0.335493,4.469325,-1.015636,1.607777,-35.570793,0.438075,0.394078,0.528119,0.382486,0.475072,-0.069405,0.450389,-0.073610,0.419321,0.399617,0.458904,0.398308,0.507172,0.392717,0.545984,0.382522,0.316023,0.329352,0.191529,0.446574,115.558455,58.520974,-0.013220,-0.004282,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.486838,0.050000,-0.071778,0.003469,1.503814,0.262762,4.493283,-1.023096,1.612690,-35.560658,0.437829,0.394086,0.527900,0.382468,0.475991,-0.069381,0.452623,-0.073367,0.419059,0.399618,0.458600,0.398310,0.507038,0.392711,0.545858,0.382463,0.316785,0.330079,0.191539,0.446270,115.594420,58.502767,-0.013448,-0.004290,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.473642,0.050000,-0.100561,0.020624,1.517714,0.225284,4.519163,-1.033537,1.615319,-35.554581,0.437614,0.394085,0.527648,0.382383,0.476012,-0.068936,0.452654,-0.072872,0.418803,0.399612,0.458430,0.398272,0.506719,0.392615,0.545659,0.382351,0.316601,0.330040,0.191563,0.446220,115.551270,58.524613,-0.013650,-0.004317,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.460651,0.050000,-0.101889,0.007945,1.512880,0.196571,4.535729,-1.046916,1.615209,-35.553772,0.437242,0.394160,0.527409,0.382380,0.475071,-0.068197,0.453687,-0.072853,0.418448,0.399645,0.458119,0.398295,0.506523,0.392612,0.545460,0.382344,0.317036,0.330299,0.191501,0.446261,115.724632,58.436940,-0.013882,-0.004332,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.448746,0.050000,-0.094201,0.013505,1.509469,0.159686,4.569052,-1.066635,1.616155,-35.572212,0.436775,0.394201,0.526890,0.382269,0.470132,-0.068349,0.455636,-0.073683,0.418164,0.399737,0.457868,0.398316,0.506055,0.392589,0.545051,0.382277,0.316460,0.329708,0.191311,0.446172,115.666531,58.466294,-0.014201,-0.004363,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.436313,0.050000,-0.133497,0.094868,1.488363,0.137039,4.581722,-1.079847,1.614953,-35.575455,0.436235,0.394209,0.526521,0.382239,0.462133,-0.068620,0.457471,-0.074217,0.417972,0.399771,0.457613,0.398320,0.505814,0.392583,0.544715,0.382274,0.316938,0.330394,0.191291,0.446174,115.887347,58.354890,-0.014389,-0.004378,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.423066,0.050000,-0.096955,0.098971,1.456999,0.042584,4.616110,-1.097736,1.614044,-35.570930,0.435725,0.394274,0.526208,0.382051,0.456748,-0.069029,0.455986,-0.074957,0.417671,0.399965,0.457339,0.398320,0.505399,0.392430,0.544384,0.382174,0.315581,0.327570,0.191456,0.446187,116.151901,58.221977,-0.014846,-0.004432,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.410222,0.050000,-0.081882,0.098500,1.436987,-0.062820,4.643061,-1.114504,1.614989,-35.570286,0.435188,0.394252,0.525745,0.381850,0.451822,-0.069225,0.458421,-0.076533,0.417308,0.399987,0.457028,0.398296,0.504938,0.392354,0.544115,0.382121,0.315385,0.325803,0.191343,0.446260,116.257379,58.169153,-0.015348,-0.004590,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.397062,0.050000,-0.121219,0.125002,1.330472,-0.141187,4.669056,-1.134764,1.613600,-35.583874,0.434670,0.394185,0.525319,0.381536,0.450301,-0.070103,0.459933,-0.079244,0.416894,0.399991,0.456524,0.398259,0.504601,0.392202,0.543750,0.382018,0.315843,0.324663,0.191112,0.446203,116.387586,58.104078,-0.015737,-0.004926,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.383958,0.050000,-0.087717,0.103563,1.285696,-0.177815,4.680623,-1.144508,1.614810,-35.579258,0.434512,0.394172,0.525008,0.381427,0.450473,-0.069970,0.463510,-0.079121,0.416736,0.399995,0.456356,0.398209,0.504448,0.392104,0.543571,0.381875,0.315696,0.325382,0.191056,0.446210,116.197095,58.199332,-0.015953,-0.005275,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.372216,0.050000,-0.066056,0.093286,1.271657,-0.235107,4.693782,-1.171385,1.615620,-35.570316,0.433807,0.394183,0.524549,0.381364,0.442332,-0.069744,0.465242,-0.078535,0.416323,0.400028,0.456017,0.398186,0.503971,0.392028,0.543253,0.381786,0.314049,0.322743,0.191149,0.446255,116.516304,58.039889,-0.016594,-0.005343,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.359459,0.050000,-0.068224,0.101241,1.290017,-0.349535,4.728061,-1.191091,1.617952,-35.553017,0.433301,0.394194,0.524362,0.381230,0.442037,-0.069889,0.461898,-0.078691,0.415823,0.400074,0.455536,0.398185,0.503627,0.391972,0.542961,0.381614,0.313766,0.321190,0.191214,0.446270,116.930580,57.834258,-0.017121,-0.005353,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.346739,0.050000,-0.102999,0.146260,1.278493,-0.450079,4.770162,-1.210975,1.619738,-35.555462,0.432683,0.394264,0.523833,0.381105,0.435973,-0.070037,0.465469,-0.078114,0.415476,0.400242,0.455138,0.398167,0.503208,0.391837,0.542601,0.381433,0.313025,0.320763,0.191136,0.446251,117.055291,57.772641,-0.017595,-0.005402,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.334712,0.050000,-0.067591,0.128721,1.272937,-0.546441,4.760033,-1.223417,1.619567,-35.529259,0.432535,0.394265,0.523586,0.381056,0.439930,-0.070240,0.467102,-0.078310,0.415211,0.400257,0.454782,0.398159,0.503073,0.391793,0.542382,0.381384,0.313600,0.322245,0.191201,0.446406,116.932466,57.833325,-0.017994,-0.005434,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.322211,0.050000,-0.069458,0.080871,1.267470,-0.595854,4.776333,-1.231322,1.620842,-35.539158,0.432340,0.394311,0.523398,0.381026,0.439517,-0.070000,0.468858,-0.077841,0.415080,0.400290,0.454545,0.398159,0.502987,0.391758,0.542236,0.381279,0.314143,0.323264,0.191191,0.446422,116.946142,57.826562,-0.018190,-0.005520,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.309987,0.050000,-0.088852,0.119540,1.273397,-0.657826,4.781624,-1.234203,1.621779,-35.531334,0.432207,0.394323,0.523217,0.380972,0.439593,-0.069833,0.470688,-0.077578,0.414924,0.400302,0.454437,0.398160,0.502859,0.391732,0.542151,0.381173,0.314335,0.324655,0.191240,0.446470,116.888739,57.854960,-0.018332,-0.005522,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.297686,0.050000,-0.074436,0.185538,1.292532,-0.666320,4.780548,-1.237998,1.623296,-35.530739,0.431925,0.394345,0.523045,0.380953,0.434302,-0.069723,0.472958,-0.077364,0.414838,0.400355,0.454388,0.398144,0.502764,0.391685,0.542077,0.381156,0.313779,0.324371,0.191331,0.446482,117.030821,57.784721,-0.018349,-0.005523,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.285325,0.050000,-0.082712,0.151868,1.269659,-0.675039,4.788148,-1.240403,1.622473,-35.535080,0.431753,0.394369,0.522863,0.380904,0.431115,-0.069885,0.475176,-0.077448,0.414806,0.400423,0.454330,0.398141,0.502687,0.391643,0.541972,0.381106,0.313117,0.323098,0.191344,0.446477,117.023154,57.788507,-0.018326,-0.005578,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.271531,0.050000,-0.043267,0.143460,1.299459,-0.695515,4.798047,-1.241564,1.623822,-35.532295,0.431639,0.394414,0.522737,0.380901,0.429906,-0.069540,0.477642,-0.077379,0.414740,0.400462,0.454268,0.398145,0.502672,0.391638,0.541934,0.381088,0.312745,0.323244,0.191336,0.446485,117.009609,57.795197,-0.018356,-0.005554,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.258344,0.050000,-0.070003,0.133732,1.291547,-0.699482,4.800805,-1.241949,1.623791,-35.533421,0.431554,0.394430,0.522626,0.380898,0.428850,-0.069280,0.480187,-0.077191,0.414681,0.400469,0.454244,0.398142,0.502653,0.391635,0.541934,0.381065,0.312654,0.323679,0.191369,0.446386,116.977944,57.810841,-0.018348,-0.005568,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.246250,0.050000,-0.071388,0.136068,1.308856,-0.704770,4.797489,-1.241634,1.624990,-35.531097,0.431505,0.394458,0.522616,0.380896,0.427469,-0.068778,0.480439,-0.076810,0.414684,0.400472,0.454254,0.398126,0.502643,0.391615,0.541941,0.381032,0.312143,0.323478,0.191374,0.446262,117.030250,57.785003,-0.018359,-0.005569,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.233596,0.050000,-0.062622,0.151845,1.311258,-0.699607,4.798150,-1.241625,1.626324,-35.534027,0.431342,0.394477,0.522506,0.380900,0.423612,-0.068487,0.483418,-0.076585,0.414671,0.400475,0.454248,0.398123,0.502654,0.391612,0.541949,0.381011,0.312142,0.323645,0.191358,0.446140,117.098771,57.751189,-0.018329,-0.005626,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.220874,0.050000,-0.067391,0.213125,1.296628,-0.694010,4.802169,-1.242400,1.626166,-35.534756,0.431098,0.394510,0.522327,0.380898,0.417904,-0.068289,0.487501,-0.076421,0.414653,0.400514,0.454232,0.398121,0.502634,0.391601,0.541936,0.380997,0.311595,0.323373,0.191365,0.446035,117.183922,57.709225,-0.018323,-0.005736,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.207559,0.050000,-0.067849,0.175348,1.296265,-0.691283,4.810224,-1.243156,1.627104,-35.533352,0.430892,0.394528,0.522196,0.380891,0.413620,-0.068204,0.490701,-0.076105,0.414629,0.400533,0.454180,0.398120,0.502632,0.391582,0.541933,0.380957,0.311453,0.323043,0.191391,0.446033,117.281449,57.661236,-0.018315,-0.005803,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.195586,0.050000,-0.071162,0.243415,1.294718,-0.715548,4.828025,-1.246370,1.628291,-35.528473,0.430742,0.394544,0.521892,0.380858,0.412087,-0.068141,0.496091,-0.075719,0.414528,0.400567,0.454111,0.398118,0.502492,0.391550,0.541896,0.380897,0.311482,0.323108,0.191403,0.446048,117.088417,57.756297,-0.018402,-0.005844,2026-07-21T11:03:51,3
milestone4_pursuit,asif,20260721-110221,0.181010,0.050000,-0.049068,0.196640,1.280938,-0.746926,4.850594,-1.250498,1.629876,-35.539795,0.430613,0.394570,0.521570,0.380838,0.411489,-0.067813,0.500754,-0.075210,0.414438,0.400578,0.453986,0.398104,0.502384,0.391494,0.541729,0.380824,0.311945,0.324483,0.191332,0.445940,116.843653,57.877284,-0.018467,-0.005893,2026-07-21T11:03:51,3
